City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
1346,Santarem,BR,-2.44,-54.71,87.8,62,20,12.75,few clouds
1347,Timiryazevskoye,RU,56.49,84.88,46.99,82,99,12.84,overcast clouds
1348,Hurghada,EG,27.26,33.81,89.6,40,0,4.7,clear sky
1349,Magugu,TZ,-4.02,35.77,83.17,28,21,8.9,few clouds
1350,Gamboma,CG,-1.88,15.86,79.21,84,82,4.07,moderate rain
1351,Luzhou,CN,28.87,105.44,58.82,88,100,4.72,light rain
1352,Sistranda,NO,63.73,8.83,44.6,93,40,5.82,scattered clouds
1353,Jhalu,IN,29.35,78.25,76.73,51,65,3.09,broken clouds
1354,Beringovskiy,RU,63.05,179.32,37.09,80,100,9.24,overcast clouds
1355,Kambove,CD,-10.88,26.6,69.39,83,91,3.78,light rain
1356,Soe,ID,-9.86,124.28,67.1,81,80,3.8,broken clouds
1357,Sosnovo-Ozerskoye,RU,52.52,111.54,23.7,89,8,9.24,clear sky
1358,Alexandria,EG,31.22,29.96,84.2,58,54,11.41,broken clouds
1359,Weston,US,26.1,-80.4,87.01,66,75,10.29,broken clouds
1360,Linjiang,CN,41.81,126.91,31.24,83,0,1.95,clear sky
1361,Buritama,BR,-21.07,-50.15,101.68,19,83,6.38,broken clouds
1362,Yagodnoye,RU,62.55,149.67,29.12,95,100,3.24,overcast clouds
1363,Birmitrapur,IN,22.4,84.77,77.0,86,66,6.06,broken clouds
1364,Launceston,AU,-41.45,147.17,54.0,81,90,6.93,moderate rain
1365,Puno,PE,-15.83,-70.03,51.8,57,75,5.82,broken clouds
1366,Soller,ES,39.77,2.72,64.99,82,37,8.05,scattered clouds
1367,Tomball,US,30.1,-95.62,78.01,68,1,5.82,clear sky
1368,Rio Grande,BR,-32.03,-52.1,65.44,68,0,4.5,clear sky
1369,Puerto Madryn,AR,-42.77,-65.04,59.76,30,0,5.59,clear sky
1370,Umm Kaddadah,SD,13.6,26.69,95.85,12,0,8.34,clear sky
1371,Palana,RU,59.12,159.97,38.73,88,100,5.37,overcast clouds
1372,Machico,PT,32.7,-16.77,73.4,64,75,11.41,broken clouds
1373,Kismayo,SO,-0.36,42.55,79.59,79,0,13.87,clear sky
1374,La Crosse,US,43.8,-91.24,57.2,42,20,25.28,few clouds
1375,Weiser,US,44.25,-116.97,44.6,65,1,5.82,clear sky
1376,Moroni,KM,-11.7,43.26,80.6,83,75,11.41,broken clouds
1377,Sechenovo,RU,55.22,45.89,54.14,55,100,5.32,overcast clouds
1378,Colac,AU,-38.33,143.58,62.01,59,63,7.0,broken clouds
1379,Ozinki,RU,51.18,49.68,58.05,32,100,11.21,overcast clouds
1380,Beipiao,CN,41.79,120.78,42.01,59,33,5.84,scattered clouds
1381,Chertkovo,RU,49.38,40.15,60.49,64,0,9.48,clear sky
1382,Kvitok,RU,56.07,98.48,34.34,93,100,7.99,overcast clouds
1383,Tikrit,IQ,34.61,43.68,78.8,16,86,4.76,overcast clouds
1384,Monkey Bay,MW,-14.07,34.92,84.15,54,7,15.05,clear sky
1385,Songjianghe,CN,42.19,127.48,26.8,85,0,4.97,clear sky
1386,Karpogory,RU,64.0,44.45,32.72,93,0,0.74,clear sky
1387,De-Kastri,RU,51.47,140.78,30.56,87,0,7.29,clear sky
1388,Ozernovskiy,RU,51.5,156.52,45.61,78,97,21.0,light rain
1389,Bjornevatn,NO,69.67,29.98,35.6,93,20,26.4,few clouds
1390,Kimbe,PG,-5.55,150.14,72.7,82,96,2.95,overcast clouds
1391,Vigeland,NO,58.08,7.3,55.99,54,0,5.99,clear sky
1392,Shubarkuduk,KZ,49.14,56.49,56.39,36,4,5.84,clear sky
1393,Tomatlan,MX,19.93,-105.25,87.15,62,39,0.63,scattered clouds
1394,Jhelum,PK,32.93,73.73,75.94,23,0,6.55,clear sky
1395,Nueva Concepcion,GT,14.2,-91.3,82.4,69,75,4.74,broken clouds
1396,Chokwe,MZ,-24.53,32.98,69.85,60,0,11.45,clear sky
1397,Lagos,NG,6.58,3.75,80.6,83,40,4.7,scattered clouds
1398,Goderich,CA,43.75,-81.72,59.0,70,100,1.01,overcast clouds
1399,Sokoni,TZ,-6.43,39.55,87.8,62,20,11.41,few clouds
1400,Rantepao,ID,-2.97,119.9,67.57,84,38,2.28,very heavy rain
1401,Gejiu,CN,23.31,103.16,54.3,100,93,4.97,overcast clouds
1402,Talmenka,RU,53.82,83.57,42.8,78,57,8.95,broken clouds
1403,Niksic,ME,42.77,18.94,60.8,87,75,1.12,broken clouds
1404,Batagay,RU,67.63,134.63,15.66,95,100,3.98,light snow
1405,Mandapeta,IN,16.87,81.93,78.8,94,75,5.82,mist
1406,Patti,IN,31.28,74.86,82.4,73,0,6.69,mist
1407,Cienaga,CO,11.01,-74.25,86.0,77,98,1.01,light rain
1408,Burgos,ES,42.34,-3.71,50.0,75,75,17.22,broken clouds
1409,Stara Vyzhivka,UA,51.44,24.44,46.87,76,97,16.44,overcast clouds
1410,Montevideo,UY,-34.83,-56.17,75.0,60,0,8.05,clear sky
1411,Saint John,CA,45.27,-66.07,60.01,100,90,12.75,light intensity drizzle
1412,Portsmouth,GB,50.8,-1.09,59.0,75,54,16.58,broken clouds
1413,Det Udom,TH,14.91,105.08,77.0,94,100,2.39,overcast clouds
1414,Miajadas,ES,39.15,-5.91,69.01,30,7,7.0,clear sky
1415,Sechura,PE,-5.56,-80.82,74.03,62,64,9.1,broken clouds
1416,Amiens,FR,49.9,2.3,54.0,81,40,12.75,scattered clouds
1417,Sungaipenuh,ID,-2.08,101.38,66.42,94,100,0.98,overcast clouds
1418,San Carlos De Bariloche,AR,-41.15,-71.31,57.2,26,44,3.36,scattered clouds
1419,Okato,NZ,-39.2,173.88,43.0,84,15,18.99,few clouds
1420,Mosquera,CO,4.71,-74.23,60.8,63,40,5.82,scattered clouds
1421,Jinxiang,CN,27.43,120.61,68.54,74,82,15.73,broken clouds
1422,Muana,BR,-1.53,-49.22,93.6,43,10,8.95,clear sky
1423,Puerto Leguizamo,CO,-0.19,-74.78,81.72,70,64,2.66,broken clouds
1424,Hauterive,FR,46.09,3.45,50.0,87,96,5.82,overcast clouds
1425,Litovko,RU,49.24,135.17,30.81,81,0,14.43,clear sky
1426,Fayaoue,NC,-20.65,166.53,75.45,82,69,11.39,broken clouds
1427,Springbok,ZA,-29.66,17.89,86.43,13,0,6.8,clear sky
1428,Samana,DO,19.21,-69.34,87.8,74,20,9.17,few clouds
1429,Kautokeino,NO,69.01,23.04,36.14,90,91,6.26,overcast clouds
1430,Bucerias,MX,20.75,-105.33,75.2,88,90,14.99,light rain
1431,Sangar,RU,63.92,127.47,16.38,94,100,7.14,light snow
1432,Suvorov,RU,54.12,36.5,60.8,72,20,4.47,few clouds
1433,Nador,MA,35.17,-2.93,73.4,68,20,20.8,few clouds
1434,Yabrud,SY,33.97,36.66,78.8,22,0,3.36,clear sky
1435,Balkhash,KZ,46.84,74.98,49.28,70,0,1.21,clear sky
1436,Yavaros,MX,26.7,-109.52,81.0,72,100,1.01,overcast clouds
1437,Kehychivka,UA,49.29,35.76,67.41,54,56,5.44,light rain
1438,Dufftown,GB,57.43,-3.13,53.01,81,40,9.17,scattered clouds
1439,Ust-Ilimsk,RU,58.0,102.66,31.26,97,100,8.34,overcast clouds
1440,Tutoia,BR,-2.76,-42.27,87.78,54,53,17.45,broken clouds
1441,Bayan,CN,46.08,127.4,35.01,37,0,8.3,clear sky
1442,Perene,PE,-10.95,-75.23,92.08,29,13,5.3,light rain
1443,Buy,RU,58.48,41.53,46.44,83,100,5.86,light rain
1444,Zemlyansk,RU,51.9,38.73,59.0,67,4,4.47,clear sky
1445,Hueyapan,MX,18.87,-98.67,71.6,63,40,3.36,haze
1446,Storsteinnes,NO,69.24,19.23,42.8,87,75,28.86,broken clouds
1447,Villarrobledo,ES,39.27,-2.6,60.01,39,0,5.01,clear sky
1448,Petauke,ZM,-14.24,31.33,80.31,45,73,8.68,broken clouds
1449,Maarianhamina,AX,60.1,19.93,46.4,61,0,16.11,clear sky
1450,Kosonsoy,UZ,41.26,71.55,55.4,62,0,6.93,clear sky
1451,Javornik,CZ,50.39,17.0,46.0,74,100,4.88,overcast clouds
1452,Ahome,MX,25.92,-109.18,84.99,65,75,4.7,broken clouds
1453,Lethem,GY,3.38,-59.8,93.83,43,4,9.75,clear sky
1454,Abha,SA,18.22,42.51,68.0,72,40,5.82,scattered clouds
1455,Tigil,RU,57.8,158.67,41.32,87,100,0.76,overcast clouds
1456,Puerto Colombia,CO,10.99,-74.95,82.4,78,75,2.24,broken clouds
1457,Parole,US,38.98,-76.53,68.0,55,1,3.36,clear sky
1458,Mahe,IN,11.7,75.53,75.2,94,90,2.24,mist
1459,Piacabucu,BR,-10.41,-36.43,82.87,57,28,12.8,scattered clouds
1460,Puerto Quijarro,BO,-17.78,-57.77,104.04,24,37,8.72,scattered clouds
1461,Bahia Blanca,AR,-38.72,-62.27,63.95,31,0,17.65,clear sky
1462,Huelva,ES,37.67,-7.0,73.0,24,0,8.99,clear sky
1463,Pemba,MZ,-12.97,40.52,79.02,75,0,22.86,clear sky
1464,Sao Lourenco Do Sul,BR,-31.37,-51.98,67.98,60,2,3.85,clear sky
1465,Hovd,MN,48.01,91.64,33.06,81,0,3.27,clear sky
1466,Envira,BR,-7.3,-70.22,82.92,87,38,2.44,scattered clouds
1467,Marzuq,YE,14.4,46.47,78.76,19,0,5.12,clear sky
1468,La Asuncion,VE,11.03,-63.86,84.58,69,15,7.54,few clouds
1469,Kabompo,ZM,-13.59,24.2,82.38,44,29,6.24,scattered clouds
1470,Xicotencatl,MX,23.02,-98.88,84.0,74,72,3.0,broken clouds
1471,Lock Haven,US,41.14,-77.45,64.0,66,15,1.99,few clouds
1472,Vozhega,RU,60.47,40.22,40.32,87,97,5.75,overcast clouds
1473,Lincoln,US,40.8,-96.67,68.0,37,1,16.11,clear sky
1474,Almaznyy,RU,48.04,40.05,68.0,56,0,6.71,clear sky
1475,Oranjemund,NA,-28.55,16.43,70.74,46,0,18.41,clear sky
1476,Bundaberg,AU,-24.85,152.35,64.4,77,75,9.17,light rain
1477,Guanica,PR,17.97,-66.91,89.01,62,1,4.0,clear sky
1478,Manama,BH,26.22,50.58,87.8,52,0,6.93,clear sky
1479,Tocopilla,CL,-22.09,-70.2,68.32,46,13,10.71,few clouds
1480,Linqiong,CN,30.42,103.46,60.8,93,40,2.24,scattered clouds
1481,Amurzet,RU,47.7,131.1,31.53,86,0,10.25,clear sky
1482,Mestia,GE,43.05,42.73,52.99,48,100,1.95,overcast clouds
1483,Iisalmi,FI,63.56,27.19,39.2,86,90,8.05,overcast clouds
1484,Izhma,RU,65.01,53.91,33.19,91,65,5.12,broken clouds
1485,Krasnoye,UA,49.91,24.61,48.2,66,20,15.66,few clouds
1486,Sisophon,KH,13.59,102.97,75.04,93,80,7.23,light rain
1487,Sturgeon Bay,US,44.83,-87.38,50.0,70,90,6.93,overcast clouds
1488,Roald,NO,62.58,6.13,48.2,66,75,12.75,broken clouds
1489,Synya,RU,65.37,58.04,32.72,94,91,5.5,overcast clouds
1490,Keuruu,FI,62.27,24.7,39.2,86,90,6.93,overcast clouds
1491,Toora-Khem,RU,52.47,96.11,28.4,96,13,1.95,few clouds
1492,Uvira,CD,-3.41,29.15,77.54,63,85,3.94,light rain
1493,Baghdad,IQ,33.34,44.4,86.0,22,17,3.36,few clouds
1494,Tonstad,NO,58.66,6.72,54.0,58,0,9.17,clear sky
1495,Khandyga,RU,62.67,135.6,21.18,96,83,3.04,broken clouds
1496,Dinar,TR,38.06,30.17,71.6,40,40,19.46,scattered clouds
1497,Longview,US,32.5,-94.74,69.01,68,1,5.82,clear sky
1498,Waitati,NZ,-45.75,170.57,41.0,70,75,5.99,broken clouds
1499,Wenshang,CN,35.73,116.5,52.72,88,93,1.19,light rain
1500,Monrovia,LR,6.3,-10.8,87.8,70,75,10.29,broken clouds
1501,San Carlos Del Zulia,VE,9.0,-71.91,85.23,70,96,5.01,moderate rain
1502,Mukhen,RU,48.1,136.1,28.09,90,9,6.85,clear sky
1503,Capim Grosso,BR,-11.38,-40.01,91.56,26,15,9.01,few clouds
1504,Tete,MZ,-16.16,33.59,88.92,36,1,9.04,clear sky
1505,Palatka,US,29.65,-81.64,84.0,1,0,5.14,clear sky
1506,Challapata,BO,-18.9,-66.77,55.27,43,100,7.07,light rain
1507,Alyangula,AU,-13.85,136.42,77.0,94,39,4.7,scattered clouds
1508,Mingshui,CN,36.72,117.5,55.99,82,100,5.06,light rain
1509,Umm Lajj,SA,25.02,37.27,83.64,70,0,8.25,clear sky
1510,Dukat,RU,62.55,155.55,27.01,97,99,4.07,overcast clouds
1511,Dongying,CN,37.46,118.49,55.99,70,100,5.86,light rain
1512,Wageningen,NL,51.97,5.67,53.01,71,90,9.17,overcast clouds
1513,Bosaso,SO,11.28,49.18,82.74,60,1,3.15,clear sky
1514,Kasaragod,IN,12.5,75.0,78.8,88,90,6.93,overcast clouds
1515,Willow Grove,US,40.14,-75.12,66.0,45,1,8.05,clear sky
1516,Muskegon,US,43.3,-86.13,55.4,81,40,4.7,scattered clouds
1517,Banyo,CM,6.75,11.82,73.51,84,72,2.17,light rain
1518,Kamaishi,JP,39.27,141.88,55.13,71,99,5.84,overcast clouds
1519,Ziro,IN,27.63,93.83,82.4,83,20,2.24,few clouds
1520,Burnie,AU,-41.07,145.92,53.01,87,100,7.0,overcast clouds
1521,Yarega,RU,63.44,53.58,31.53,95,10,5.12,clear sky
1522,Zaysan,KZ,47.47,84.87,41.77,66,0,2.71,clear sky
1523,La Maddalena,IT,41.21,9.41,60.8,93,75,10.29,broken clouds
1524,Miraflores,MX,19.22,-98.81,64.4,63,20,4.7,few clouds
1525,Nkowakowa,ZA,-23.89,30.29,75.2,33,0,10.29,clear sky
1526,San Pedro Buenavista,MX,16.08,-93.12,77.0,83,75,2.24,fog
1527,Sovetskiy,RU,61.36,63.58,35.19,94,100,15.23,light rain
1528,Teguldet,RU,57.31,88.17,44.31,85,100,13.27,overcast clouds
1529,Lexington,US,37.99,-84.48,66.0,55,1,9.17,clear sky
1530,Waw,SS,7.7,28.0,78.31,79,50,3.31,light rain
1531,Tepalcatepec,MX,19.18,-102.85,82.85,66,94,1.25,overcast clouds
1532,Kourou,GF,5.16,-52.65,89.6,55,15,10.29,few clouds
1533,Crawfordsville,US,40.04,-86.87,64.99,42,1,14.99,clear sky
1534,Vung Tau,VN,10.35,107.08,80.47,82,100,20.62,light rain
1535,Bintulu,MY,3.17,113.03,75.2,94,40,2.24,scattered clouds
1536,Nantai,CN,40.92,122.8,40.28,56,25,6.31,scattered clouds
1537,Aquiraz,BR,-3.9,-38.39,87.8,55,20,23.04,few clouds
1538,Orumiyeh,IR,37.55,45.08,53.6,50,1,4.7,clear sky
1539,Mnogovershinnyy,RU,53.94,139.92,24.17,93,1,5.79,clear sky
1540,Tala,EG,30.68,30.94,79.5,49,58,11.99,broken clouds
1541,Bismarck,US,46.81,-100.78,46.4,70,90,25.28,overcast clouds
1542,Ashtian,IR,34.52,50.0,46.2,39,0,6.58,clear sky
1543,Manicore,BR,-5.81,-61.3,96.76,39,93,4.05,overcast clouds
1544,Kolvereid,NO,64.87,11.6,46.4,87,75,9.17,broken clouds
1545,Mumbwa,ZM,-14.98,27.06,78.76,49,58,8.99,broken clouds
1546,Skoghall,SE,59.32,13.47,46.4,61,10,12.75,clear sky
1547,Krasnovishersk,RU,60.41,57.08,38.93,80,100,10.94,overcast clouds
1548,Vanimo,PG,-2.67,141.3,78.69,83,100,4.76,light rain
1549,Yinchuan,CN,38.47,106.27,52.83,38,99,6.11,overcast clouds
1550,Taunggyi,MM,20.78,97.03,61.77,96,5,0.31,clear sky
1551,Grand-Santi,GF,4.25,-54.38,97.47,28,4,4.63,clear sky
1552,Bayog,PH,7.87,123.07,74.64,91,100,2.91,overcast clouds
1553,Zhezkazgan,KZ,47.8,67.71,52.25,49,0,2.68,clear sky
1554,Lhokseumawe,ID,5.18,97.15,79.18,83,100,7.27,light rain
1555,Sohag,EG,26.56,31.69,85.62,16,1,6.44,clear sky
1556,Karaton,ID,-6.34,106.1,84.0,83,40,8.05,scattered clouds
1557,Kushmurun,KZ,52.45,64.63,52.48,42,28,9.51,scattered clouds
1558,Manaure,CO,11.78,-72.44,85.87,62,100,3.56,overcast clouds
1559,Marquette,US,46.53,-87.63,48.99,52,94,4.0,overcast clouds
1560,Khorramshahr,IR,30.44,48.17,87.8,16,0,4.7,clear sky
1561,Waiouru,NZ,-39.48,175.67,38.16,98,99,5.12,light rain
1562,Krian,ID,-7.41,112.58,81.18,75,25,2.68,scattered clouds
1563,Mamou,GN,10.5,-12.0,81.88,68,44,5.59,light rain
1564,Sandy Bay,AU,-42.91,147.35,55.4,62,40,14.99,moderate rain
1565,Wisconsin Rapids,US,44.38,-89.82,53.6,46,75,13.87,broken clouds
1566,Mountain Home,US,43.13,-115.69,44.6,100,1,9.17,clear sky
1567,Mbanza-Ngungu,CD,-5.25,14.87,79.38,66,43,5.59,scattered clouds
1568,Engenheiro Beltrao,BR,-23.8,-52.27,102.76,25,69,2.75,broken clouds
1569,Casablanca,MA,33.59,-7.62,69.8,64,75,12.75,broken clouds
1570,Ucluelet,CA,48.93,-125.55,46.0,100,75,4.81,broken clouds
1571,Carlyle,US,38.61,-89.37,71.01,52,22,5.99,few clouds
1572,Alcudia,ES,39.85,3.12,62.6,82,83,8.05,light rain
1573,Gilgit,PK,35.92,74.31,65.93,27,18,4.03,few clouds
1574,Tambilil,PH,5.96,124.67,78.15,76,100,5.61,light rain
1575,Ruidoso,US,33.33,-105.67,71.6,9,1,11.41,clear sky
1576,Bose,IT,45.46,8.01,57.99,70,84,1.59,broken clouds
1577,Mindelo,CV,16.89,-24.98,87.8,55,40,21.92,scattered clouds
1578,Kribi,CM,2.95,9.92,77.41,87,67,10.67,light rain
1579,Warrensburg,US,38.76,-93.74,68.0,48,1,17.22,clear sky
1580,Bonnyville,CA,54.27,-110.73,24.8,73,75,8.05,broken clouds
1581,Anderson,US,34.53,-82.65,69.8,37,1,11.41,clear sky
1582,Phan Thiet,VN,10.93,108.1,77.81,89,100,9.82,moderate rain
1583,Novikovo,RU,51.15,37.89,65.23,52,22,5.99,few clouds
1584,Yola,NG,9.2,12.48,86.2,69,70,7.67,light rain
1585,Prachin Buri,TH,14.08,101.67,75.51,91,67,3.15,light rain
1586,Port Moresby,PG,-9.44,147.18,78.8,88,75,17.22,broken clouds
1587,Pembroke,CA,45.82,-77.12,55.0,71,1,9.17,clear sky
1588,Pine Bluff,US,34.23,-92.0,64.4,63,1,6.93,clear sky
1589,Itaueira,BR,-7.6,-43.03,99.28,21,11,8.68,few clouds
1590,Lahaina,US,20.88,-156.68,71.01,73,1,4.7,clear sky
1591,Heihe,CN,50.24,127.49,33.8,43,40,6.71,scattered clouds
1592,Grande Prairie,CA,55.17,-118.8,24.8,92,75,2.24,broken clouds
1593,Provins,FR,48.58,3.17,55.99,62,64,9.17,broken clouds
1594,Chicama,PE,-7.84,-79.15,74.73,56,55,9.84,broken clouds
1595,Nuevo Progreso,MX,23.17,-97.95,84.99,60,19,3.0,few clouds
1596,Rondonopolis,BR,-16.47,-54.64,104.83,20,0,7.78,clear sky
1597,Lishui,CN,28.46,119.91,62.4,83,35,2.75,light rain
1598,Horconcitos,PA,8.47,-81.8,78.98,69,100,3.18,light rain
1599,Maldonado,UY,-34.67,-54.92,66.0,87,20,11.41,fog
1600,Arman,RU,59.7,150.17,36.34,82,100,3.2,overcast clouds
1601,Mayya,RU,61.73,130.28,17.6,92,75,4.47,light shower snow
1602,Guaratinga,BR,-16.57,-39.57,84.2,58,40,17.22,scattered clouds
1603,Seoul,KR,37.57,126.98,50.0,37,20,3.36,light rain
1604,Hutchinson,US,38.06,-97.93,68.0,45,1,14.99,clear sky
1605,Horsham,GB,51.06,-0.33,57.2,62,20,12.75,few clouds
1606,Yingcheng,CN,30.95,113.55,59.0,93,90,6.71,light rain
1607,Bauchi,NG,10.5,10.0,89.06,43,100,6.76,overcast clouds
1608,Miramar,US,25.99,-80.23,87.01,66,75,10.29,broken clouds
1609,Wakkanai,JP,45.41,141.67,44.28,69,90,23.71,overcast clouds
1610,Shitkino,RU,56.37,98.35,34.93,93,100,9.1,overcast clouds
1611,Eqbaliyeh,IR,35.3,51.54,69.8,12,0,4.7,clear sky
1612,Chihuahua,MX,28.5,-106.0,75.99,32,75,9.17,broken clouds
1613,Bunia,CD,1.57,30.25,66.56,90,84,3.71,light rain
1614,Neiafu,TO,-18.65,-173.98,73.4,73,40,8.05,scattered clouds
1615,Ramhormoz,IR,31.28,49.6,74.37,17,0,3.15,clear sky
1616,Acajutla,SV,13.59,-89.83,80.6,69,100,3.36,overcast clouds
1617,Clinton,US,42.59,-82.92,59.0,67,90,3.36,overcast clouds
1618,Changji,CN,44.02,87.32,50.0,46,0,2.24,clear sky
1619,Novyy Urgal,RU,51.07,132.56,25.77,83,39,6.15,scattered clouds
1620,Misratah,LY,32.38,15.09,75.47,53,0,15.93,clear sky
1621,Redding,US,40.59,-122.39,72.0,59,1,6.93,smoke
1622,Denpasar,ID,-8.65,115.22,82.4,83,40,8.05,scattered clouds
1623,Soligalich,RU,59.08,42.29,45.05,80,100,6.33,light rain
1624,Morrinhos,BR,-17.73,-49.1,94.66,25,25,7.92,scattered clouds
1625,Panaba,MX,21.28,-88.27,82.0,75,15,10.13,few clouds
1626,Kulhudhuffushi,MV,6.62,73.07,82.81,77,52,21.85,light rain
1627,Orchard Homes,US,46.86,-114.05,44.01,86,75,6.93,broken clouds
1628,Japura,ID,-0.32,102.35,75.87,96,100,1.61,overcast clouds
1629,Salinas,US,36.68,-121.66,64.99,76,1,2.59,clear sky
1630,Tamandare,BR,-8.76,-35.1,82.02,64,29,11.74,scattered clouds
1631,Harbour Breton,CA,47.48,-55.8,57.0,100,67,7.0,broken clouds
1632,Quime,BO,-16.98,-67.22,61.52,46,79,8.93,light rain
1633,Morgan City,US,29.7,-91.21,77.0,64,1,3.36,clear sky
1634,Stornoway,GB,58.21,-6.39,54.0,76,20,9.17,few clouds
1635,Altar,MX,30.7,-111.82,86.04,20,10,4.09,clear sky
1636,Casambalangan,PH,18.38,122.13,80.26,84,98,13.38,moderate rain
1637,Adamas,GR,36.73,24.43,75.2,50,0,10.29,clear sky
1638,Plastun,RU,44.76,136.29,31.89,88,0,4.52,clear sky
1639,Jennings,US,38.72,-90.26,69.01,42,75,10.29,broken clouds
1640,Goma,CD,-1.68,29.22,67.82,76,58,0.22,moderate rain
1641,Harer,ET,9.31,42.13,65.59,44,32,8.99,scattered clouds
1642,Hopewell,US,37.3,-77.29,69.01,48,1,3.36,clear sky
1643,Key West,US,24.56,-81.78,87.8,66,1,14.99,clear sky
1644,Nhulunbuy,AU,-12.23,136.77,77.0,83,0,3.36,clear sky
1645,Casale Monferrato,IT,45.13,8.46,63.0,53,37,1.01,scattered clouds
1646,Dargaville,NZ,-35.93,173.88,52.34,88,74,10.36,broken clouds
1647,Konskie,PL,51.19,20.41,48.0,10,100,5.46,overcast clouds
1648,Rio Gallegos,AR,-51.62,-69.22,55.4,35,75,19.46,broken clouds
1649,Mikhaylovskoye,RU,51.82,79.72,46.8,60,67,10.31,broken clouds
1650,Manoel Urbano,BR,-8.84,-69.26,98.49,40,53,0.89,light rain
1651,Reshetylivka,UA,49.56,34.08,62.8,43,57,6.35,broken clouds
1652,Mazatlan,MX,23.22,-106.42,84.99,83,5,4.7,clear sky
1653,Bom Jesus,BR,-9.07,-44.36,98.65,21,3,9.13,clear sky
1654,Marivan,IR,35.52,46.18,53.64,41,14,1.5,few clouds
1655,Cuamba,MZ,-14.8,36.54,83.52,41,69,11.48,broken clouds
1656,Ranong,TH,9.97,98.63,79.12,84,100,8.61,light rain
1657,Lahat,ID,-3.8,103.53,74.17,87,92,2.91,overcast clouds
1658,Durban,ZA,-29.86,31.03,68.0,68,75,9.17,broken clouds
1659,Comodoro Rivadavia,AR,-45.87,-67.5,62.6,27,0,10.29,clear sky
1660,Morayfield,AU,-27.12,152.95,64.99,78,20,3.6,few clouds
1661,Saraland,US,30.82,-88.07,87.8,60,1,5.82,clear sky
1662,Kayerkan,RU,69.35,87.76,23.0,100,90,11.18,snow
1663,Lossiemouth,GB,57.72,-3.28,53.01,81,40,9.17,scattered clouds
1664,Channel-Port Aux Basques,CA,47.57,-59.14,52.45,84,99,31.54,overcast clouds
1665,Manado,ID,1.49,124.85,75.2,94,20,2.24,few clouds
1666,Oktyabrskiy,RU,54.48,53.47,50.95,45,100,8.84,overcast clouds
1667,Kuching,MY,1.55,110.33,73.4,100,40,3.36,moderate rain
1668,Hoyanger,NO,61.22,6.07,48.2,49,15,6.93,few clouds
1669,Bekhteyevka,RU,50.81,37.21,66.2,68,55,2.24,light rain
1670,Debre Tabor,ET,11.85,38.02,54.41,90,99,2.68,light rain
1671,The Pas,CA,53.83,-101.25,32.0,86,90,19.46,overcast clouds
1672,Abatskoye,RU,56.29,70.46,52.03,69,100,16.51,overcast clouds
1673,Vila Praia De Ancora,PT,41.81,-8.85,66.99,77,20,9.17,few clouds
1674,Rurrenabaque,BO,-14.44,-67.53,78.8,88,75,3.49,smoke
1675,Vikhorevka,RU,56.12,101.16,32.0,98,75,4.47,broken clouds
1676,Kurumkan,RU,54.3,110.3,28.09,85,58,2.71,broken clouds
1677,Vargashi,RU,55.36,65.85,52.07,46,99,13.33,overcast clouds
1678,Moshenskoye,RU,58.51,34.59,45.1,87,100,8.84,overcast clouds
1679,Barkot,IN,30.82,78.2,61.59,63,9,2.93,clear sky
1680,San Jose,US,37.34,-121.89,72.0,67,20,3.47,smoke
1681,Tari,NG,12.41,4.49,95.5,32,97,2.17,overcast clouds
1682,Tolaga Bay,NZ,-38.37,178.3,52.39,85,100,10.38,overcast clouds
1683,Dokka,NO,60.84,10.06,45.0,77,0,1.01,clear sky
1684,Sonamukhi,IN,23.3,87.42,81.64,75,0,3.27,light rain
1685,Razam,IN,18.47,83.67,75.15,87,17,0.94,few clouds
1686,Pimentel,PE,-6.84,-79.93,69.8,68,20,11.41,few clouds
1687,Galveston,US,29.37,-94.97,81.0,65,1,10.29,clear sky
1688,Zainsk,RU,55.32,52.07,55.4,32,93,6.71,overcast clouds
1689,Svobodnyy,RU,51.4,128.13,29.57,81,86,4.97,overcast clouds
1690,Ilhabela,BR,-23.78,-45.36,76.08,76,46,5.97,scattered clouds
1691,Aguimes,ES,27.91,-15.45,78.01,65,20,17.22,few clouds
1692,Cuyamel,HN,15.67,-88.2,79.0,94,75,2.24,broken clouds
1693,Ulagan,RU,50.63,87.96,26.76,88,21,2.57,few clouds
1694,Moyamba,SL,8.17,-12.43,87.85,57,89,3.65,overcast clouds
1695,Chany,RU,55.31,76.76,49.01,67,93,12.77,overcast clouds
1696,Haskovo,BG,41.94,25.57,64.4,68,0,4.7,clear sky
1697,Buraydah,SA,26.33,43.98,89.6,18,0,5.82,clear sky
1698,Marrakesh,MA,31.63,-8.01,82.4,21,0,4.7,clear sky
1699,Uige,AO,-7.61,15.06,80.6,61,75,6.93,thunderstorm
1700,Jijiga,ET,9.35,42.8,73.51,37,65,11.3,broken clouds
1701,Chenzhou,CN,25.8,113.03,66.09,93,100,2.82,light rain
1702,Kurtamysh,RU,54.91,64.43,52.66,44,97,12.28,overcast clouds
1703,Gushi,CN,34.64,109.58,55.09,73,95,0.69,light rain
1704,Dublin,US,37.7,-121.94,73.0,59,1,1.43,clear sky
1705,Chippewa Falls,US,44.94,-91.39,55.0,59,90,19.46,overcast clouds
1706,Hangu,CN,39.25,117.79,55.4,71,46,4.47,scattered clouds
