City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1937,Ntcheu,MW,78.17,clear sky,-14.82,34.64,Dear Executive Lodge
1942,Kanganpur,PK,80.22,clear sky,30.77,74.12,Aslam Sweets House
1943,Makurdi,NG,86.77,broken clouds,7.74,8.51,Doo Palace Hotel
1944,Rusape,ZW,71.71,clear sky,-18.53,32.13,Surrey Lodge
1945,Taft,IR,73.4,clear sky,31.75,54.21,بوم گردی حاجی زینل تفت
1947,Nocupetaro,MX,71.22,scattered clouds,19.05,-101.15,Plaza nocupetaro
1948,Doha,QA,89.6,few clouds,25.29,51.53,Doha Marriott Hotel
1949,Canning,IN,86.0,haze,22.32,88.67,Prabir sanfui
1951,Kuala Terengganu,MY,80.01,few clouds,5.33,103.14,Hotel Grand Continental Kuala Terengganu (4 Star)
1952,Kota,IN,85.26,few clouds,25.18,75.83,Hotel Surya Royal
1954,Valverde Del Camino,ES,70.0,clear sky,37.58,-6.75,HOTEL MONTEAROMA (ulamde hotelera S.L.)
1956,Camamu,BR,84.6,clear sky,-13.94,-39.1,Hotel Rio Acarai
1957,Magadi,IN,75.2,scattered clouds,12.97,77.23,Mindri of Magadi
1964,Dehloran,IR,84.63,scattered clouds,32.69,47.27,مسافرخانه قدس(عبدالله خداکرمی)
1971,Khurja,IN,82.98,clear sky,28.25,77.85,Lord Krishna Make A Help Foundation
1973,Turayf,SA,84.2,clear sky,31.67,38.66,Swiss Spirit Hotel & Suites Turaif
1975,Phan Thiet,VN,77.09,moderate rain,10.93,108.1,Hotel Saigon-PT
1980,San Vicente,AR,82.17,overcast clouds,-26.62,-54.13,Complejo Turístico Farelluk
1982,Bantogon,PH,75.9,light rain,6.53,124.03,Kalamansig Greenhome
1988,Panaba,MX,77.02,clear sky,21.28,-88.27,Hotel Amor
1989,Itarantim,BR,88.83,overcast clouds,-15.66,-40.07,Pousada Buterfly
1991,Majene,ID,76.57,moderate rain,-3.54,118.97,Kost Putri RABBANI
1997,Ahmadpur East,PK,83.37,clear sky,29.14,71.26,Irfan fabrics
1998,Kirkuk,IQ,86.36,scattered clouds,35.47,44.39,فندق التأميم
2000,Tezu,IN,78.28,clear sky,27.92,96.17,Circuit House
2005,Mahwa,IN,87.06,clear sky,27.05,76.93,Rajasthan Motel
2007,Ruwi,OM,86.0,clear sky,23.6,58.55,Al Falaj Hotel
2008,Puerto Leguizamo,CO,74.71,light rain,-0.19,-74.78,la casona de juancho
2013,Methoni,GR,75.2,few clouds,36.82,21.7,Methoni Beach Hotel
2015,Alleroy,RU,71.6,scattered clouds,43.21,46.28,Kacheli-Siti
2016,Yabrud,SY,86.0,clear sky,33.97,36.66,صالون مها حيدر - Salon Maha
2018,Itacare,BR,80.89,clear sky,-14.28,-39.0,Ecoporan Hotel Charme Spa & Eventos
2022,Pringsewu,ID,75.45,light rain,-5.36,104.97,Urban Style by Front One
2024,Riberalta,BO,82.4,smoke,-10.98,-66.1,Hotel Colonial
2026,Calbayog,PH,77.34,overcast clouds,12.07,124.6,Ciriaco Hotel & Resort
2028,Chirongui,YT,82.4,overcast clouds,-12.93,45.15,La Villa Mahatsara
2029,Quarai,BR,71.15,broken clouds,-30.39,-56.45,Hotel Casino San Eugenio del Cuareim
2036,Ziro,IN,84.2,mist,27.63,93.83,Ka-ngam homestay
2037,Brownsville,US,81.0,broken clouds,25.9,-97.5,Hotel Alameda Express
2048,Ventersburg,ZA,89.89,clear sky,-28.09,27.14,Palms Guesthouse
2051,Keroka,KE,74.26,few clouds,-0.78,34.95,Bunker Hotel Keroka
2056,Spring Hill,US,80.01,clear sky,28.48,-82.53,Room of The world By traveline Plus
2059,Letlhakane,BW,89.08,few clouds,-21.42,25.58,Motswedi Hotel P650
2060,Anloga,GH,86.0,few clouds,5.79,0.9,Pin Drop Hotel
2061,Mocorito,MX,80.01,clear sky,25.48,-107.92,Casa de Don Eustaquio
2062,Dahra,DZ,75.2,scattered clouds,36.25,0.85,Ein Mtabol
2063,Mandali,IQ,87.53,clear sky,33.75,45.55,بيت خالد امين
2064,Coari,BR,88.88,overcast clouds,-4.08,-63.14,HOTEL ALEX FLAT
2067,La Asuncion,VE,83.37,clear sky,11.03,-63.86,Colinas de Matasiete
